Software providor ID,Customer Type,Annual Charges ,Biggest market,Invoice generation,E invoice generation,Delivery challan Generation,E way bill generation,LR generation,Multi user compatibility,Multi tenant usability,Tasks management,Customization,Vehicle allocation,Inventory Management,Integrated Payment gatways,Logistics management,Customer management,User satisfied
I285695,SME,60000,Madhya Pradesh,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,No
I338448,ALL,200000,Madhya Pradesh,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No
I237872,SME,150000,Kolkata,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No
I216805,SME,150000,Jaipur,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
I614167,SME,100000,New Delhi,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No
I237282,SME,200000,Hyderabad,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes
I105548,SME,150000,New Delhi,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
I127369,ALL,100000,Jaipur,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes
I261769,ALL,60000,Chennai,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes
I116778,ALL,80000,Madhya Pradesh,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No
I205751,SME,200000,Kolkata,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No
I549066,ALL,100000,Kerala,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No
I633781,SME,80000,Hyderabad,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No
I727841,ALL,60000,Kolkata,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes
I480150,Large,60000,Bangalore,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,Yes
I176074,SME,60000,Kerala,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes
I217458,SME,100000,Hyderabad,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes
I269085,SME,100000,Bangalore,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes
I118546,SME,80000,Kolkata,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No
I213275,ALL,100000,New Delhi,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
I135255,Large,80000,Bangalore,Yes,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,Yes
I228170,ALL,200000,Kolkata,Yes,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes
I286703,ALL,200000,Jaipur,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes
I236139,Large,150000,Bangalore,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes
I197022,Large,150000,Kolkata,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No
I693374,SME,100000,Chennai,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes
I611994,SME,25000,Chennai,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes
I259289,Large,100000,New Delhi,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No
I566713,SME,60000,Hyderabad,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No
I678462,ALL,200000,Hyderabad,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No
I264777,Large,150000,New Delhi,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No
I291696,Large,100000,Mumbai,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes
I246696,ALL,200000,Mumbai,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes
I843782,Large,25000,Mumbai,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No
I123552,Large,80000,Madhya Pradesh,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No
I146679,Large,80000,Mumbai,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,Yes,No
I214514,SME,100000,New Delhi,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
I217883,ALL,100000,Mumbai,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No
I101037,Large,150000,Kolkata,Yes,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes
I124703,ALL,25000,New Delhi,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No
I966884,SME,150000,Pune,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes
I550646,Large,25000,Hyderabad,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
I153882,Large,25000,Hyderabad,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes
I213664,Large,80000,Mumbai,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No
I168847,SME,60000,Hyderabad,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No
I534564,SME,60000,Kerala,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes
I438700,Large,25000,New Delhi,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes
I241635,Large,25000,New Delhi,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,No
I251596,Large,25000,Jaipur,No,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes
I313843,Large,150000,Kerala,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No
I818733,Large,60000,Hyderabad,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes
I333471,Large,150000,Chennai,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes
I183188,SME,100000,Chennai,No,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes
I241174,SME,60000,Pune,Yes,No,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No
I310880,ALL,100000,Mumbai,No,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No
I156935,ALL,200000,Chennai,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes
I252193,Large,25000,Bangalore,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No
I993470,ALL,25000,Hyderabad,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes
I201519,SME,200000,Hyderabad,No,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No
I232250,SME,100000,Bangalore,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes
I628513,SME,25000,Hyderabad,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No
I910317,ALL,25000,Bangalore,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes
I117145,SME,200000,Mumbai,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,No
I159638,ALL,80000,Madhya Pradesh,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes
I276987,Large,25000,Chennai,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No
I880823,ALL,80000,Hyderabad,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes
I187796,ALL,25000,Pune,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes
I271479,Large,80000,Pune,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No
I336454,Large,150000,Kerala,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
I299256,Large,200000,Madhya Pradesh,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes
I198249,ALL,200000,New Delhi,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No
I226169,ALL,100000,Bangalore,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No
I819169,ALL,60000,New Delhi,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes
I754984,SME,25000,Mumbai,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No
I128537,SME,25000,Kerala,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes
I296471,SME,25000,Jaipur,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No
I215880,SME,100000,Bangalore,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,No
I136571,SME,100000,Bangalore,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes
I176005,SME,100000,Hyderabad,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No
I212652,ALL,25000,Kolkata,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
I868254,ALL,200000,Hyderabad,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No
I172238,ALL,80000,Pune,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
I123260,Large,25000,Pune,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No
I692021,Large,25000,Pune,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes
I240123,SME,150000,Bangalore,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes
I226760,SME,150000,Hyderabad,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes
I837490,Large,60000,Kerala,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No
I232241,Large,60000,Pune,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,No
I572140,ALL,60000,Kolkata,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes
I321143,SME,80000,Chennai,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes
I465212,Large,80000,Pune,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No
I192607,ALL,25000,Mumbai,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No
I985406,SME,150000,Pune,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No
I441028,Large,200000,Hyderabad,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No
I136881,ALL,60000,Madhya Pradesh,No,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No
I772602,SME,80000,Bangalore,No,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes
I109380,SME,200000,Kerala,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No
I108070,SME,80000,Mumbai,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes
I167103,Large,200000,Bangalore,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes
I676797,ALL,80000,Kerala,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No
I991446,Large,25000,Mumbai,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes
I855774,SME,60000,Hyderabad,No,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No
I311701,Large,25000,Jaipur,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No
I339763,SME,60000,Pune,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No
I207383,Large,200000,Mumbai,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No
I254826,ALL,60000,Bangalore,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No
I101754,ALL,25000,Jaipur,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No
I169972,ALL,60000,Hyderabad,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes
I230859,ALL,100000,Kerala,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No
I300435,SME,100000,Bangalore,No,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes
I287542,SME,80000,Bangalore,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes
I186742,SME,25000,Chennai,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
I190066,SME,200000,Bangalore,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes
I213716,ALL,80000,Mumbai,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,No
I469675,ALL,100000,Hyderabad,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No
I112163,SME,25000,Hyderabad,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,No
I972277,Large,100000,Madhya Pradesh,Yes,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes
I218989,Large,150000,Bangalore,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No
I251795,ALL,25000,Kerala,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No
I188240,ALL,25000,Kerala,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No
I787691,SME,80000,Jaipur,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No
I169211,Large,25000,Chennai,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No
I494242,ALL,25000,Madhya Pradesh,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes
I180884,ALL,25000,Chennai,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes
I337988,SME,80000,Kolkata,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes
I289343,ALL,100000,Bangalore,No,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes
I953867,Large,150000,Pune,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes
I250436,SME,60000,Chennai,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No
I183438,ALL,25000,Mumbai,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No
I283174,Large,150000,Jaipur,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes
I283750,Large,100000,Hyderabad,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes
I217101,SME,100000,Jaipur,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes
I538557,Large,60000,Mumbai,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No
I271326,Large,25000,Kerala,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes
I644308,ALL,150000,Bangalore,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,No
I585245,Large,80000,Chennai,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No
I234107,ALL,150000,Kolkata,No,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes
I235395,ALL,60000,Jaipur,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No
I258817,ALL,150000,Mumbai,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes
I311517,ALL,100000,Pune,No,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes
I171030,ALL,80000,Bangalore,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No
I232630,SME,150000,Mumbai,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No
I176383,Large,60000,Kolkata,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No
I238313,SME,25000,Bangalore,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes
I238784,Large,100000,New Delhi,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
I820049,ALL,25000,Kolkata,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No
I274911,ALL,150000,Jaipur,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No
I119927,SME,100000,Bangalore,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No
I197111,Large,60000,Kerala,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No
I153817,ALL,150000,Kolkata,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes
I289706,Large,25000,Kolkata,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
I803135,Large,100000,Madhya Pradesh,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes
I841400,SME,80000,Madhya Pradesh,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes
I191223,ALL,80000,Mumbai,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No
I315008,ALL,60000,New Delhi,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No
I295644,SME,100000,Bangalore,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No
I270813,ALL,150000,Bangalore,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No
I251530,ALL,60000,Kolkata,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes
I125787,ALL,100000,Chennai,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Yes
I406506,Large,25000,Kolkata,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes
I103885,Large,150000,Hyderabad,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
I294960,ALL,100000,Kolkata,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No
I236297,Large,150000,Hyderabad,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No
I165451,Large,200000,Madhya Pradesh,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes
I992775,Large,25000,Mumbai,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No
I590984,SME,200000,Kolkata,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes
I101467,SME,150000,Hyderabad,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No
I510891,Large,200000,Hyderabad,Yes,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes
I365447,SME,200000,Mumbai,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes
I314095,Large,80000,Kerala,No,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes
I216078,ALL,60000,Kerala,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No
I165250,SME,60000,Kerala,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No
I187511,ALL,25000,Kolkata,No,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No
I118262,Large,80000,New Delhi,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes
I308247,ALL,150000,Kolkata,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes
I160646,ALL,60000,Hyderabad,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
I210967,Large,100000,Kerala,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No
I328348,ALL,80000,Madhya Pradesh,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No
I780601,Large,60000,Kolkata,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No
I193531,Large,25000,Kolkata,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes
I299903,Large,100000,Kolkata,No,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No
I168471,SME,200000,Kerala,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No
I131868,SME,60000,Hyderabad,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No
I316151,SME,80000,Kerala,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes
I346904,Large,60000,New Delhi,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes
I967090,ALL,80000,Pune,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No
I738689,Large,25000,Bangalore,No,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes
I140294,Large,25000,New Delhi,No,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes
I365278,ALL,60000,Hyderabad,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes
I525706,ALL,200000,Jaipur,No,No,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes
I255414,Large,150000,Kolkata,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No
I153772,SME,80000,Mumbai,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes
I358625,ALL,200000,Jaipur,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No
I697536,SME,80000,Kolkata,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
I165758,Large,60000,Hyderabad,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
I322487,Large,60000,Pune,Yes,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes
I315303,SME,25000,Mumbai,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,Yes
I260026,Large,200000,Hyderabad,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes
I433193,Large,25000,New Delhi,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes
I283248,ALL,100000,Chennai,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes
I201637,SME,80000,Madhya Pradesh,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes
I950500,Large,25000,Chennai,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes
I323095,Large,80000,Bangalore,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No
I365264,ALL,100000,New Delhi,Yes,No,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No
I276719,ALL,100000,Mumbai,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No
I136154,ALL,25000,Jaipur,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No
I245224,SME,25000,Hyderabad,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
I370594,Large,100000,Hyderabad,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No
I247432,Large,80000,Mumbai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
I224189,ALL,80000,Jaipur,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No
I626047,ALL,150000,Mumbai,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes
I354531,Large,25000,Bangalore,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,No
I302800,ALL,80000,Madhya Pradesh,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No
I964567,Large,100000,Jaipur,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No
I142971,SME,60000,Pune,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,Yes
I240408,SME,25000,Kerala,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes
I324931,ALL,80000,Kolkata,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
I724293,ALL,200000,Chennai,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes
I352931,ALL,25000,Jaipur,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No
I105418,SME,150000,Hyderabad,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,No
I235396,SME,100000,Pune,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No
I437195,SME,150000,Mumbai,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes
I241805,ALL,80000,Bangalore,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes
I288647,ALL,150000,Hyderabad,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No
